"X","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
197,"Gabriel Perecia","urban",17,"U","GT3","T",4,4,"services","teacher","home","mother","0-15 min","0-2 hours",0,"no","no","no","no","yes","yes","yes","no","very high","low","average","very low","low","very good",4,17,15,16
198,"Gabriel Perecia","rural",16,"R","LE3","T",3,3,"teacher","other","home","father","30-60 min","0-2 hours",0,"no","yes","yes","yes","yes","yes","yes","no","average","average","high","average","very high","average",8,9,9,10
199,"Gabriel Perecia","urban",17,"U","GT3","T",4,4,"services","teacher","home","mother","15-30 min","0-2 hours",1,"no","yes","no","no","yes","yes","yes","no","high","low","high","low","average","bad",24,18,18,18
200,"Gabriel Perecia","urban",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","very high","low","very low","low","average",0,9,9,10
201,"Gabriel Perecia","urban",16,"U","GT3","T",4,3,"health","other","home","mother","0-15 min","2-5 hours",0,"no","yes","no","yes","yes","yes","yes","no","high","average","very high","very low","very high","bad",2,16,16,16
202,"Gabriel Perecia","urban",16,"U","GT3","T",2,3,"other","other","reputation","mother","0-15 min","2-5 hours",0,"yes","yes","yes","yes","yes","yes","no","no","high","high","average","very low","average","good",6,8,10,10
203,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","no","yes","no","no","high","high","high","very low","average","very bad",4,9,9,10
204,"Gabriel Perecia","rural",17,"R","GT3","T",2,2,"other","other","reputation","mother","0-15 min","0-2 hours",0,"no","yes","no","no","yes","yes","yes","no","very high","average","low","very low","low","average",18,7,6,6
205,"Gabriel Perecia","rural",16,"R","GT3","T",2,2,"services","services","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","yes","no","yes","yes","no","very high","average","very high","very low","very low","very good",6,10,10,11
206,"Gabriel Perecia","urban",17,"U","GT3","T",3,4,"at_home","services","home","mother","0-15 min","5-10 hours",1,"no","yes","yes","no","yes","yes","yes","yes","high","high","average","average","high","very good",28,10,9,9
207,"Gabriel Perecia","urban",16,"U","GT3","A",3,1,"services","other","course","mother","0-15 min","2-5 hours",3,"no","yes","yes","no","yes","yes","yes","no","low","average","average","low","low","good",5,7,7,7
208,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"teacher","other","other","mother","0-15 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","yes","very low","average","low","very low","very low","very bad",10,11,12,13
209,"Gabriel Perecia","urban",16,"U","GT3","T",1,1,"at_home","other","home","mother","15-30 min","0-2 hours",0,"no","yes","yes","no","yes","yes","no","no","high","average","low","very low","high","very good",6,9,9,10
210,"Gabriel Perecia","rural",17,"R","GT3","T",4,3,"teacher","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","high","low","very low","very low","good",6,7,7,7
211,"Gabriel Perecia","urban",19,"U","GT3","T",3,3,"other","other","reputation","other","0-15 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","average","average","very low","low","average",10,8,8,8
212,"Gabriel Perecia","urban",17,"U","LE3","T",4,4,"services","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","very high","average","very high","high","very high","average",13,12,12,13
213,"Gabriel Perecia","urban",16,"U","GT3","A",2,2,"other","other","reputation","mother","0-15 min","2-5 hours",0,"yes","yes","yes","no","yes","yes","yes","no","average","average","high","very low","very low","good",0,12,13,14
214,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"services","other","home","mother","0-15 min","2-5 hours",1,"no","yes","yes","yes","yes","yes","yes","no","high","high","high","low","high","very good",15,6,7,8
215,"Gabriel Perecia","rural",17,"R","LE3","T",4,4,"services","other","other","mother","0-15 min","0-2 hours",0,"no","yes","yes","no","yes","yes","no","no","very high","low","very low","very low","low","average",12,8,10,10
216,"Gabriel Perecia","urban",17,"U","LE3","T",3,2,"other","other","reputation","mother","15-30 min","2-5 hours",0,"no","no","yes","no","yes","yes","yes","no","high","high","high","very low","average","very bad",2,14,15,15
217,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"other","other","reputation","mother","0-15 min","2-5 hours",2,"no","no","yes","no","yes","yes","yes","yes","average","high","very high","low","high","very bad",22,6,6,4
218,"Gabriel Perecia","urban",18,"U","LE3","T",3,3,"services","health","home","father","0-15 min","2-5 hours",1,"no","yes","yes","no","yes","yes","yes","no","average","low","high","low","high","good",13,6,6,8
219,"Gabriel Perecia","urban",17,"U","GT3","T",2,3,"at_home","other","home","father","15-30 min","0-2 hours",0,"no","yes","yes","no","yes","yes","no","no","average","average","average","very low","high","average",3,7,7,8
220,"Gabriel Perecia","urban",17,"U","GT3","T",2,2,"at_home","at_home","course","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","average","average","very low","very low","good",4,9,10,10
221,"Gabriel Perecia","rural",17,"R","GT3","T",2,1,"at_home","services","reputation","mother","15-30 min","2-5 hours",0,"no","yes","no","yes","yes","yes","yes","no","high","low","very high","very low","low","very good",2,6,6,6
222,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"at_home","other","reputation","mother","0-15 min","5-10 hours",1,"no","yes","no","yes","yes","yes","no","yes","high","average","high","very low","very low","very good",0,6,5,0
223,"Gabriel Perecia","urban",16,"U","GT3","T",2,3,"services","teacher","other","mother","0-15 min","2-5 hours",0,"yes","no","no","no","yes","yes","yes","no","low","average","very low","very low","very low","average",2,16,16,17
224,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"other","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","average","average","average","very high","very high","good",0,12,13,13
225,"Gabriel Perecia","urban",16,"U","GT3","T",4,4,"teacher","services","home","mother","0-15 min","5-10 hours",0,"no","yes","no","yes","no","yes","yes","no","very high","average","low","very low","very low","very good",0,13,13,14
226,"Gabriel Perecia","rural",17,"R","GT3","T",3,1,"other","other","reputation","mother","0-15 min","2-5 hours",1,"no","no","no","yes","yes","yes","yes","yes","very high","average","average","very low","very low","good",16,9,8,7
227,"Gabriel Perecia","urban",17,"U","GT3","T",3,2,"other","other","course","mother","0-15 min","2-5 hours",0,"no","no","no","yes","no","yes","yes","no","very high","average","high","very low","average","average",10,16,15,15
228,"Gabriel Perecia","urban",17,"U","LE3","T",2,3,"services","services","reputation","father","0-15 min","2-5 hours",0,"no","yes","yes","no","no","yes","yes","no","very high","average","average","very low","average","average",2,12,11,12
229,"Gabriel Perecia","urban",18,"U","LE3","T",2,1,"at_home","other","course","mother","above 60 min","2-5 hours",0,"yes","yes","yes","yes","yes","yes","yes","yes","high","average","low","high","very high","average",14,10,8,9
230,"Gabriel Perecia","urban",17,"U","GT3","A",2,1,"other","other","course","mother","15-30 min","5-10 hours",0,"no","no","no","yes","yes","yes","yes","yes","average","low","average","very low","low","average",10,12,10,12
231,"Gabriel Perecia","urban",17,"U","LE3","T",4,3,"health","other","reputation","father","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","yes","average","low","average","very low","low","average",14,13,13,14
232,"Gabriel Perecia","rural",17,"R","GT3","T",2,2,"other","other","course","father","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","very high","low","very low","very low","very bad",4,11,11,11
233,"Gabriel Perecia","urban",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother","0-15 min","2-5 hours",0,"yes","yes","no","yes","yes","yes","yes","yes","high","very high","very high","very low","average","bad",14,11,9,9
234,"Gabriel Perecia","urban",16,"U","GT3","T",4,4,"health","other","reputation","father","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","low","high","low","high","very bad",2,14,13,13
235,"Gabriel Perecia","urban",16,"U","LE3","T",1,1,"other","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","average","high","low","very low","very low","very good",18,9,7,6
236,"Gabriel Perecia","urban",16,"U","GT3","T",3,2,"at_home","other","reputation","mother","15-30 min","5-10 hours",0,"no","no","no","yes","yes","yes","yes","yes","very high","average","average","very low","average","bad",10,11,9,10
237,"Gabriel Perecia","urban",17,"U","LE3","T",2,2,"other","other","home","father","0-15 min","2-5 hours",0,"no","no","yes","yes","no","yes","yes","yes","high","high","low","very high","very high","good",4,14,13,13
238,"Gabriel Perecia","urban",16,"U","GT3","T",2,1,"other","other","home","mother","0-15 min","0-2 hours",0,"no","no","no","no","yes","yes","yes","yes","high","very high","low","very low","very low","very good",20,13,12,12
239,"Gabriel Perecia","rural",17,"R","GT3","T",2,1,"at_home","services","course","mother","30-60 min","2-5 hours",0,"no","no","no","yes","yes","yes","no","no","low","very low","very low","very low","very low","average",2,13,11,11
240,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"other","services","reputation","father","0-15 min","2-5 hours",1,"no","no","no","no","yes","no","yes","no","very high","very high","high","average","very high","bad",0,7,7,0
241,"Gabriel Perecia","urban",17,"U","LE3","T",4,3,"health","other","course","mother","15-30 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","yes","low","very high","very high","very low","high","very good",14,12,12,12
242,"Gabriel Perecia","rural",17,"R","LE3","A",4,4,"teacher","other","course","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","no","average","average","average","low","average","good",2,10,11,12
243,"Gabriel Perecia","urban",16,"U","LE3","T",4,3,"teacher","other","course","mother","0-15 min","0-2 hours",0,"no","no","no","yes","no","yes","yes","no","very high","high","very high","very low","very low","average",0,6,0,0
244,"Gabriel Perecia","urban",16,"U","GT3","T",4,4,"services","services","course","mother","0-15 min","0-2 hours",0,"no","no","no","yes","yes","yes","yes","no","very high","average","low","very low","low","very good",0,13,12,12
245,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"other","other","course","other","15-30 min","5-10 hours",0,"no","yes","yes","no","no","yes","yes","yes","high","high","high","very low","very low","average",0,7,0,0
246,"Gabriel Perecia","urban",16,"U","GT3","T",2,1,"other","other","course","mother","30-60 min","0-2 hours",0,"no","no","no","no","yes","yes","yes","no","high","average","average","very low","very low","good",6,18,18,18
247,"Gabriel Perecia","urban",17,"U","GT3","T",2,3,"other","other","course","father","15-30 min","0-2 hours",0,"no","no","no","no","yes","yes","yes","no","very high","low","low","very low","very low","bad",4,12,12,13
248,"Gabriel Perecia","urban",22,"U","GT3","T",3,1,"services","services","other","mother","0-15 min","0-2 hours",3,"no","no","no","no","no","no","yes","yes","very high","high","very high","very high","very high","very bad",16,6,8,8
249,"Gabriel Perecia","rural",18,"R","LE3","T",3,3,"other","services","course","mother","0-15 min","2-5 hours",1,"no","yes","no","no","yes","yes","yes","yes","high","average","average","very low","average","very good",8,3,5,5
250,"Gabriel Perecia","urban",16,"U","GT3","T",0,2,"other","other","other","mother","0-15 min","0-2 hours",0,"no","no","yes","no","no","yes","yes","no","high","average","low","low","high","very good",0,13,15,15
251,"Gabriel Perecia","urban",18,"U","GT3","T",3,2,"services","other","course","mother","15-30 min","0-2 hours",1,"no","no","no","no","yes","no","yes","no","high","high","very high","low","high","very good",0,6,8,8
252,"Gabriel Perecia","urban",16,"U","GT3","T",3,3,"at_home","other","reputation","other","30-60 min","2-5 hours",0,"yes","yes","no","no","no","yes","yes","no","very high","average","average","very low","average","bad",6,7,10,10
253,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"services","services","other","mother","0-15 min","0-2 hours",1,"no","no","no","no","no","no","yes","no","average","low","very high","low","very high","very good",4,6,9,8
254,"Gabriel Perecia","rural",16,"R","GT3","T",2,1,"other","other","course","mother","15-30 min","0-2 hours",0,"no","no","no","yes","no","yes","no","no","average","average","low","very low","average","average",0,8,9,8
255,"Gabriel Perecia","rural",17,"R","GT3","T",2,1,"other","other","course","mother","0-15 min","0-2 hours",0,"no","no","no","no","no","yes","yes","no","high","high","low","low","high","very good",0,8,12,12
256,"Gabriel Perecia","urban",17,"U","LE3","T",1,1,"health","other","course","mother","15-30 min","0-2 hours",1,"no","yes","no","yes","yes","yes","yes","no","high","high","high","very low","low","very good",2,7,9,8
257,"Gabriel Perecia","urban",17,"U","LE3","T",4,2,"teacher","services","reputation","mother","0-15 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","low","average","very low","very low","good",6,14,12,13
258,"Gabriel Perecia","urban",19,"U","LE3","A",4,3,"services","at_home","reputation","mother","0-15 min","2-5 hours",0,"no","yes","no","no","yes","yes","yes","no","high","average","very low","very low","very low","very bad",12,11,11,11
259,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"other","other","home","mother","0-15 min","2-5 hours",0,"no","no","no","yes","yes","yes","yes","no","very high","low","high","very low","low","good",8,15,14,14
260,"Gabriel Perecia","urban",17,"U","LE3","T",2,2,"services","services","course","father","0-15 min","above 10 hours",0,"no","no","yes","yes","yes","yes","yes","yes","average","high","very low","very low","very low","bad",0,10,9,0
261,"Gabriel Perecia","urban",18,"U","GT3","T",4,3,"services","other","home","father","0-15 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","average","very low","low","very low","average","bad",21,17,18,18
262,"Gabriel Perecia","urban",18,"U","GT3","T",4,3,"teacher","other","course","mother","0-15 min","2-5 hours",0,"no","yes","yes","no","no","yes","yes","no","high","average","low","very low","very low","average",2,8,8,8
263,"Gabriel Perecia","rural",18,"R","GT3","T",3,2,"other","other","course","mother","0-15 min","5-10 hours",0,"no","no","no","yes","no","yes","no","no","very high","average","low","very low","very low","average",1,13,12,12
264,"Gabriel Perecia","urban",17,"U","GT3","T",3,3,"other","other","home","mother","0-15 min","5-10 hours",0,"no","no","no","yes","no","yes","no","no","average","low","average","very low","very low","good",4,10,9,9
265,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"at_home","services","home","mother","0-15 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","average","very low","very low","average",0,9,10,0
266,"Gabriel Perecia","rural",18,"R","LE3","A",3,4,"other","other","reputation","mother","15-30 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","high","low","very high","average","high","very bad",13,17,17,17
267,"Gabriel Perecia","urban",17,"U","GT3","T",3,1,"services","other","other","mother","0-15 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","yes","very high","high","high","average","high","very good",2,9,9,10
268,"Gabriel Perecia","rural",18,"R","GT3","T",4,4,"teacher","other","reputation","mother","15-30 min","2-5 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","average","high","low","low","good",8,12,10,11
269,"Gabriel Perecia","urban",18,"U","GT3","T",4,2,"health","other","reputation","father","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","very high","high","very high","very low","average","very good",10,10,9,10
270,"Gabriel Perecia","rural",18,"R","GT3","T",2,1,"other","other","reputation","mother","15-30 min","2-5 hours",0,"no","yes","no","no","yes","no","yes","yes","high","average","very high","very low","low","average",0,6,0,0
271,"Gabriel Perecia","urban",19,"U","GT3","T",3,3,"other","services","home","other","0-15 min","2-5 hours",2,"no","yes","yes","yes","yes","yes","yes","no","high","average","very high","average","average","very good",15,9,9,9
272,"Gabriel Perecia","urban",18,"U","GT3","T",2,3,"other","services","reputation","father","0-15 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","very high","very high","very low","average","bad",4,15,14,14
273,"Gabriel Perecia","urban",18,"U","LE3","T",1,1,"other","other","home","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","no","yes","no","no","high","high","average","very low","very low","average",2,11,11,11
274,"Gabriel Perecia","rural",17,"R","GT3","T",1,2,"at_home","at_home","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","no","yes","no","yes","average","very high","low","low","low","very bad",2,15,14,14
275,"Gabriel Perecia","urban",17,"U","GT3","T",2,4,"at_home","health","reputation","mother","15-30 min","2-5 hours",0,"no","yes","yes","no","yes","yes","yes","yes","high","average","average","very low","very low","very bad",2,10,10,10
276,"Gabriel Perecia","urban",17,"U","LE3","T",2,2,"services","other","course","mother","15-30 min","2-5 hours",0,"yes","yes","yes","no","yes","yes","yes","yes","high","high","high","low","average","very good",6,12,12,12
277,"Gabriel Perecia","rural",18,"R","GT3","A",3,2,"other","services","home","mother","15-30 min","2-5 hours",0,"no","no","no","no","no","no","yes","yes","high","very low","very low","very low","very low","very good",75,10,9,9
278,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"teacher","services","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","average","low","high","very low","high","average",22,9,9,9
279,"Gabriel Perecia","urban",18,"U","GT3","T",4,4,"health","health","reputation","father","0-15 min","2-5 hours",1,"yes","yes","no","yes","yes","yes","yes","yes","low","high","high","very low","very low","good",15,9,8,8
280,"Gabriel Perecia","urban",18,"U","LE3","T",4,3,"teacher","services","course","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","average","very low","low","very bad",8,10,11,10
281,"Gabriel Perecia","urban",17,"U","LE3","A",4,1,"services","other","home","mother","15-30 min","0-2 hours",0,"no","no","yes","yes","yes","yes","yes","yes","high","very high","high","low","high","very good",30,8,8,8
282,"Gabriel Perecia","urban",17,"U","LE3","A",3,2,"teacher","services","home","mother","0-15 min","0-2 hours",1,"no","no","no","no","yes","yes","yes","no","high","high","high","average","high","average",19,11,9,10
283,"Gabriel Perecia","rural",18,"R","LE3","T",1,1,"at_home","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","yes","yes","yes","no","no","very high","low","low","very low","very low","average",1,12,12,12
284,"Gabriel Perecia","urban",18,"U","GT3","T",1,1,"other","other","home","mother","15-30 min","2-5 hours",0,"yes","no","no","yes","yes","yes","yes","no","very high","high","high","very low","very low","good",4,8,9,10
285,"Gabriel Perecia","urban",17,"U","GT3","T",2,2,"other","other","course","mother","0-15 min","2-5 hours",0,"no","yes","no","no","no","yes","yes","no","very high","high","very high","very low","low","very good",4,10,9,11
286,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"other","other","reputation","father","0-15 min","2-5 hours",0,"no","no","yes","no","no","yes","yes","no","high","average","average","very low","low","good",2,12,10,11
287,"Gabriel Perecia","urban",18,"U","GT3","T",2,2,"at_home","at_home","other","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","low","bad",5,18,18,19
288,"Gabriel Perecia","urban",17,"U","GT3","T",1,1,"services","teacher","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","average","average","very low","very low","average",6,13,12,12
289,"Gabriel Perecia","urban",18,"U","GT3","T",2,1,"services","services","reputation","mother","0-15 min","5-10 hours",0,"no","no","yes","yes","yes","yes","yes","no","high","low","high","very low","average","bad",6,15,14,14
290,"Gabriel Perecia","urban",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","average","very low","very low","bad",9,15,13,15
291,"Gabriel Perecia","urban",18,"U","GT3","T",4,2,"teacher","other","home","mother","0-15 min","2-5 hours",0,"no","yes","yes","yes","yes","yes","yes","yes","high","average","low","very low","high","very good",11,12,11,11
292,"Gabriel Perecia","urban",17,"U","GT3","T",4,3,"health","services","reputation","mother","0-15 min","5-10 hours",0,"no","yes","yes","no","yes","yes","yes","no","high","low","low","very low","low","average",0,15,15,15
293,"Gabriel Perecia","urban",18,"U","LE3","T",2,1,"services","at_home","reputation","mother","0-15 min","2-5 hours",1,"no","no","no","no","yes","yes","yes","yes","very high","high","average","very low","very low","very good",12,12,12,13
294,"Gabriel Perecia","rural",17,"R","LE3","T",3,1,"services","other","reputation","mother","15-30 min","above 10 hours",0,"no","yes","yes","no","yes","yes","no","no","average","very low","low","very low","very low","average",6,18,18,18
295,"Gabriel Perecia","rural",18,"R","LE3","T",3,2,"services","other","reputation","mother","15-30 min","5-10 hours",0,"no","yes","yes","yes","yes","yes","yes","no","very high","high","low","very low","very low","good",8,14,13,14
